наименование,URL,цена 
нет описания,https://www.avito.ru/kirovskaya_oblast_kirov/telefony/samsung_1806286758,6 000    руб.,//91.img.avito.st/208x156/6217097191.jpg
нет описания,https://www.avito.ru/yaroslavl/telefony/samsung_1665783940,800    руб.,//73.img.avito.st/208x156/5486040673.jpg
нет описания,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1817274813,500    руб.,//60.img.avito.st/208x156/6224696960.jpg
нет описания,https://www.avito.ru/kaliningradskaya_oblast_sovetsk/telefony/samsung_1818974461,7 500    руб.,//81.img.avito.st/208x156/6224665781.jpg
нет описания,https://www.avito.ru/moskva/telefony/samsung_1118221840,1 500    руб.,//58.img.avito.st/208x156/5253953458.jpg
нет описания,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_a3_1757998543?slocation=621540,3 290    руб.,//10.img.avito.st/208x156/5940628710.jpg
нет описания,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_a5_1758908048?slocation=621540,3 490    руб.,//16.img.avito.st/208x156/5940470416.jpg
нет описания,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_s7_edge_1757965605?slocation=621540,7 490    руб.,//48.img.avito.st/208x156/5940524948.jpg
нет описания,https://www.avito.ru/groznyy/telefony/samsung_1784514401?slocation=621540,37 000    руб.,//44.img.avito.st/208x156/5894571144.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_1764928656,400    руб.,//00.img.avito.st/208x156/5948958600.jpg
нет описания,https://www.avito.ru/otradnyy/planshety_i_elektronnye_knigi/samsung_1814822268?slocation=621540,6 000    руб.,//72.img.avito.st/208x156/6077148272.jpg
нет описания,https://www.avito.ru/krasnoyarsk/telefony/samsung_1451130706?slocation=621540,10 000    руб.,//99.img.avito.st/208x156/4679064899.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_a3_a5_a7_a9_1811656474,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/orel/tovary_dlya_kompyutera/monitor_1821451893,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/moskva/orgtehnika_i_rashodniki/mfu_lazernyy_hp_1152239358?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/tula/telefony/samsung_1790483371?slocation=621540,14 000    руб.,//06.img.avito.st/208x156/6224427406.jpg
нет описания,https://www.avito.ru/krasnodar/telefony/samsung_1791327576,1 500    руб.,//06.img.avito.st/208x156/6224517006.jpg
нет описания,https://www.avito.ru/astrahan/telefony/samsung_1806492067?slocation=621540,4 000    руб.,//61.img.avito.st/208x156/6224476061.jpg
нет описания,https://www.avito.ru/kerch/telefony/samsung_1808139249?slocation=621540,23 000    руб.,//01.img.avito.st/208x156/6224444801.jpg
нет описания,https://www.avito.ru/rostov-na-donu/telefony/ochki_virtualnoy_realnosti_samsung_gear_vr_1791401209?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/samara/predlozheniya_uslug/remont_holodilnikovvse_rayony._garantiya_1_god_1301412128,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/anapa/telefony/samsung_v_nalichii._kreditrassrochka_1783044414,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/orenburg/telefony/samsung_1773961474,8 500    руб.,//99.img.avito.st/208x156/5810449699.jpg
нет описания,https://www.avito.ru/volgograd/telefony/samsung_836807313?slocation=621540,2 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/kaluga/telefony/samsung_1105915886?slocation=621540,13 500    руб.,//53.img.avito.st/208x156/4918789153.jpg
нет описания,https://www.avito.ru/nizhnevartovsk/telefony/samsung_1821009135?slocation=621540,16 500    руб.,//63.img.avito.st/208x156/6224242463.jpg
нет описания,https://www.avito.ru/kameshkovo/telefony/samsung_1807376345,1 500    руб.,//51.img.avito.st/208x156/6224194951.jpg
нет описания,https://www.avito.ru/chelyabinsk/telefony/samsung_1817094665?slocation=621540,1 000    руб.,//71.img.avito.st/208x156/6224096471.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_1810996834,9 100    руб.,//08.img.avito.st/208x156/6223960508.jpg
нет описания,https://www.avito.ru/kazan/telefony/samsung_938568300,1 700    руб.,//01.img.avito.st/208x156/4059379001.jpg
нет описания,https://www.avito.ru/noginsk/telefony/samsung_1803314389?slocation=621540,5 000    руб.,//55.img.avito.st/208x156/6209039455.jpg
нет описания,https://www.avito.ru/derbent/telefony/samsung_1773687865,5 500    руб.,//42.img.avito.st/208x156/5951828442.jpg
нет описания,https://www.avito.ru/magnitogorsk/telefony/samsung_1798243141?slocation=621540,500    руб.,//23.img.avito.st/208x156/6223826523.jpg
нет описания,https://www.avito.ru/novokuznetsk/telefony/samsung_1325729181?slocation=621540,1 500    руб.,//16.img.avito.st/208x156/4939733816.jpg
нет описания,https://www.avito.ru/kirzhach/telefony/samsung_1807644457,4 000    руб.,//36.img.avito.st/208x156/6081449336.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_1819824706?slocation=621540,99    руб.,//14.img.avito.st/208x156/6223742714.jpg
нет описания,https://www.avito.ru/sochi/telefony/samsung_1592717840?slocation=621540,4 500    руб.,//08.img.avito.st/208x156/5252611808.jpg
нет описания,https://www.avito.ru/astrahan/telefony/samsung_1807128230?slocation=621540,850    руб.,//69.img.avito.st/208x156/6223736669.jpg
нет описания,https://www.avito.ru/novolabinskaya/telefony/samsung_1772583179,2 000    руб.,//24.img.avito.st/208x156/5830717224.jpg
нет описания,https://www.avito.ru/belgorod/telefony/samsung_1797822901?slocation=621540,11 000    руб.,//33.img.avito.st/208x156/6212422333.jpg
нет описания,https://www.avito.ru/novolabinskaya/telefony/samsung_1772086927,2 700    руб.,//17.img.avito.st/208x156/5831609017.jpg
нет описания,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1247292300?slocation=621540,2 500    руб.,//83.img.avito.st/208x156/4759522883.jpg
нет описания,https://www.avito.ru/volgograd/telefony/samsung_1773097215?slocation=621540,800    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/smolensk/telefony/samsung_1385601774?slocation=621540,500    руб.,//53.img.avito.st/208x156/4609287653.jpg
нет описания,https://www.avito.ru/syktyvkar/telefony/samsung_1800627251,500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sol-iletsk/telefony/samsung_1763437819,7 000    руб.,//21.img.avito.st/208x156/5843331321.jpg
нет описания,https://www.avito.ru/ekaterinburg/telefony/samsung_1813591096,3 000    руб.,//61.img.avito.st/208x156/6212357961.jpg
нет описания,https://www.avito.ru/karachaevsk/telefony/samsung_1793125840,2 500    руб.,//59.img.avito.st/208x156/6223354659.jpg
нет описания,https://www.avito.ru/lysva/telefony/samsung_1792233061?slocation=621540,2 000    руб.,//41.img.avito.st/208x156/6223309241.jpg
нет описания,https://www.avito.ru/moskva/telefony/samsung_1071732406?slocation=621540,3 000    руб.,//28.img.avito.st/208x156/5008892528.jpg
нет описания,https://www.avito.ru/voronezh/telefony/samsung_1812946992?slocation=621540,4 000    руб.,//77.img.avito.st/208x156/6079291477.jpg
нет описания,https://www.avito.ru/belaya_kalitva/telefony/samsung_992587432,3 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/ufa/telefony/samsung_1482358385?slocation=621540,11 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/kusa/telefony/samsung_1792980382,400    руб.,//53.img.avito.st/208x156/6222991353.jpg
нет описания,https://www.avito.ru/povarovo/telefony/samsung_1668558123,1 000    руб.,//27.img.avito.st/208x156/5388369727.jpg
нет описания,https://www.avito.ru/velikiy_ustyug/telefony/samsung_1778205585,2 000    руб.,//21.img.avito.st/208x156/5728672221.jpg
нет описания,https://www.avito.ru/hasavyurt/telefony/samsung_1813086408,1 000    руб.,//05.img.avito.st/208x156/6222880105.jpg
нет описания,https://www.avito.ru/magadan/telefony/samsung_1389894176?slocation=621540,15 000    руб.,//11.img.avito.st/208x156/5014139111.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_1803338520?slocation=621540,2 000    руб.,//76.img.avito.st/208x156/6210837076.jpg
нет описания,https://www.avito.ru/mordoviya_krasnoslobodsk/telefony/samsung_1481616705,500    руб.,//79.img.avito.st/208x156/5179281079.jpg
нет описания,https://www.avito.ru/stavropol/telefony/samsung_1821740150?slocation=621540,500    руб.,//48.img.avito.st/208x156/6222778048.jpg
нет описания,https://www.avito.ru/ekaterinburg/telefony/samsung_1821168610?slocation=621540,2 000    руб.,//36.img.avito.st/208x156/6050634636.jpg
нет описания,https://www.avito.ru/tyumen/telefony/samsung_1809370895?slocation=621540,5 500    руб.,//98.img.avito.st/208x156/6022265398.jpg
нет описания,https://www.avito.ru/nalchik/telefony/samsung_1797110129?slocation=621540,3 000    руб.,//17.img.avito.st/208x156/6222662817.jpg
нет описания,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_s9_plus_1758942675?slocation=621540,21 990    руб.,//90.img.avito.st/208x156/5940534590.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_s8_s10_s7_edge_note_8_9_1334848177,7 900    руб.,//36.img.avito.st/208x156/5410503636.jpg
нет описания,https://www.avito.ru/voronezh/telefony/samsung_s8_1812456594,11 990    руб.,//49.img.avito.st/208x156/6150669449.jpg
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_128gb_lilac_purple_1437565938,44 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_note_8_6256gb_deep_blue_sea_sm-n95_1186476896,58 490    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_a6_2018_blue_1148746603,13 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_128gb_gold_1418023489,44 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/omsk/predlozheniya_uslug/remont_stiralnyh_mashin_1802162831,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/elabuga/telefony/samsung_galaxy_a50_1799718617,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/tyumen/predlozheniya_uslug/remont_holodilnikov_1479204047,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_plus_128gb_titan_1298536029,45 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_a6_2018_gold_1192096537,13 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s10_plus_8128_white_1810484042?slocation=621540,46 000    руб.,//05.img.avito.st/208x156/6231697305.jpg
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_note_8_6128gb_deep_sea_blue_1457202721,44 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/groznyy/bytovaya_tehnika/zapchasti_dlya_stiralnyh_mashin_1785453317,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/ufa/predlozheniya_uslug/remont_iphonesamsung_xiaomi_huaweihonor_meizu_746158335,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/rostov-na-donu/kvartiry/2-k_kvartira_60_m_1818_et._1808283762,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s8_64gb_zheltyy_topaz_1633538691,40 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_note_8_6256gb_midnight_black_1535255903,58 490    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_128gb_titan_gray_1722196002,44 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_note_9_1484326391,66 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_64gb_titan_gray_1527770648,37 990    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s8_plus_128gb_black_1114939945,40 400    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s8_plus_rose_pink_1305365232,33 300    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_a6_2018_black_1235846577,13 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/sevastopol/telefony/samsung_galaxy_s9_64gb_gold_1094054634,39 600    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/shelehov/telefony/samsung_1804895034,17 000    руб.,//93.img.avito.st/208x156/6222407493.jpg
нет описания,https://www.avito.ru/chaykovskiy/telefony/samsung_a40_1796552288,12 800    руб.,//97.img.avito.st/208x156/6231644497.jpg
нет описания,https://www.avito.ru/volgograd/telefony/samsung_1801869266,500    руб.,//49.img.avito.st/208x156/6222409949.jpg
нет описания,https://www.avito.ru/omsk/telefony/samsung_1460878884,2 500    руб.,//96.img.avito.st/208x156/4565290896.jpg
нет описания,https://www.avito.ru/ufa/telefony/samsung_1127203926,4 400    руб.,//37.img.avito.st/208x156/5491638937.jpg
нет описания,https://www.avito.ru/lipetsk/telefony/samsung_1011037728,800    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/velikie_luki/telefony/samsung_1796610335?slocation=621540,3 000    руб.,//61.img.avito.st/208x156/6222311661.jpg
нет описания,https://www.avito.ru/ekaterinburg/telefony/samsung_galaxy_s7_1805957359,9 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/samara/telefony/samsung_s8_s8_plus_s9_s9_plus_s10_10_plus_1801193679?slocation=621540,21 500    руб.,//79.img.avito.st/208x156/6231534379.jpg
нет описания,https://www.avito.ru/samara/telefony/samsung_a10a20_a30_a40_a50_a70_a80_1801698188?slocation=621540,6 000    руб.,//80.img.avito.st/208x156/6231501780.jpg
нет описания,https://www.avito.ru/krasnokamsk/telefony/samsung_1804977053?slocation=621540,300    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/novosibirsk/telefony/samsung_galaxy_s9_plus_1806528431,22 990    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/ufa/telefony/samsung_s8_s8_plus_s9_s9_plus_s10_10_plus_1818687540?slocation=621540,21 500    руб.,//60.img.avito.st/208x156/6231402960.jpg
нет описания,https://www.avito.ru/moskva/telefony/samsung_galaxy_a5_2017_1769135097,6 750    руб.,//65.img.avito.st/208x156/5958995165.jpg
нет описания,https://www.avito.ru/vologda/audio_i_video/samsung_1798397467?slocation=621540,8 000    руб.,//79.img.avito.st/208x156/5997258179.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_s6_edge_originalnyy_sm_g925f_1606529769?slocation=621540,9 000    руб.,//14.img.avito.st/208x156/6111785314.jpg
нет описания,https://www.avito.ru/ryazan/telefony/samsung_note_9_128gb_black_v_otlichnom_sostoyanii_1804554561,33 900    руб.,//40.img.avito.st/208x156/6231608140.jpg
нет описания,https://www.avito.ru/izhevsk/telefony/samsung_s7_gold_1318534616?slocation=621540,13 000    руб.,//75.img.avito.st/208x156/5714110275.jpg
нет описания,https://www.avito.ru/perm/telefony/samsung_galaxy_s10_1790874247,36 500    руб.,//28.img.avito.st/208x156/6231593428.jpg
нет описания,https://www.avito.ru/gubaha/telefony/samsung_j5_2017_pro_ne_rabotaet_tachskrinzhelatel_1801836667,3 500    руб.,//66.img.avito.st/208x156/6231571966.jpg
нет описания,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s10e_1786922816,41 990    руб.,//07.img.avito.st/208x156/5958984907.jpg
нет описания,https://www.avito.ru/vladimir/planshety_i_elektronnye_knigi/samsung_1187075798?slocation=621540,7 000    руб.,//62.img.avito.st/208x156/5092598362.jpg
нет описания,https://www.avito.ru/krasnodar/telefony/samsung_a10a20_a30_a40_a50_a70_a80_1806657251?slocation=621540,6 000    руб.,//58.img.avito.st/208x156/6231336358.jpg
нет описания,https://www.avito.ru/moskva/telefony/samsung_s6_edge_32gb_rostest_1796293610?slocation=621540,4 500    руб.,//34.img.avito.st/208x156/6231541534.jpg
нет описания,https://www.avito.ru/krasnodar/telefony/samsung_s8_s8_plus_s9_s9_plus_s10_10_plus_1806364428?slocation=621540,21 500    руб.,//78.img.avito.st/208x156/6231353278.jpg
нет описания,https://www.avito.ru/sevastopol/planshety_i_elektronnye_knigi/samsung_1799815200,5 799    руб.,//58.img.avito.st/208x156/6231447458.jpg
нет описания,https://www.avito.ru/kaliningrad/telefony/samsung_galaxy_s10_black_1790960405,44 900    руб.,//01.img.avito.st/208x156/6231552901.jpg
нет описания,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_64_gb_1769292068,22 989    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/irkutsk/telefony/samsung_gt-s6312_1817108419,999    руб.,//44.img.avito.st/208x156/6231554944.jpg
нет описания,https://www.avito.ru/ufa/telefony/samsung_a10a20_a30_a40_a50_a70_a80_1818410615?slocation=621540,6 000    руб.,//25.img.avito.st/208x156/6231279125.jpg
нет описания,https://www.avito.ru/anapa/telefony/samsung_j3_2016_lte_1820936816?slocation=621540,2 700    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/rostov-na-donu/telefony/samsung_galaxy_a30_64_gb_belyy_1802886314?slocation=621540,10 999    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
нет описания,https://www.avito.ru/prokopevsk/telefony/samsung_1778672736?slocation=621540,1 000    руб.,//77.img.avito.st/208x156/5840411077.jpg
наименование,URL,цена
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1449658930,9 000    руб.,//68.img.avito.st/208x156/5810707268.jpg
SAMSUNGGalaxyS9S9PlusNoteS8S7edge,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_s9_plus_note_s8_s7_edge_1588890829,9 990    руб.,//31.img.avito.st/208x156/5623181731.jpg
SAMSUNGS6S6edgeS7S7edgeS8S8S9S9,https://www.avito.ru/sankt-peterburg/telefony/samsung_s6s6edges7s7edges8s8s9s9_1779472375,7 500    руб.,//95.img.avito.st/208x156/5927944495.jpg
SAMSUNG,https://www.avito.ru/kanash/telefony/samsung_1785007234,2 000    руб.,//88.img.avito.st/208x156/5945447588.jpg
SAMSUNG,https://www.avito.ru/astrahan/telefony/samsung_1807588863,15 000    руб.,//02.img.avito.st/208x156/6230787902.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1706164869?slocation=621540,2 000    руб.,//75.img.avito.st/208x156/4663177775.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1180815069?slocation=621540,1 000    руб.,//74.img.avito.st/208x156/4663190674.jpg
SAMSUNGGalaxyS6Edge,https://www.avito.ru/belgorod/telefony/samsung_galaxy_s6_edge_1795205222?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
РемонттелевизоровПлазмLEDLCDмоделиLGPhilips,https://www.avito.ru/tolyatti/predlozheniya_uslug/remont_televizorov_plazm_led_lcd_modeli_lg-philips_695194541,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
МоторнаяяхтаAzimut542016,https://www.avito.ru/vyselki/vodnyy_transport/motornaya_yahta_azimut_54_2016_1702662516,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/orenburg/telefony/samsung_1791749398?slocation=621540,1 500    руб.,//51.img.avito.st/208x156/6231645051.jpg
SAMSUNG,https://www.avito.ru/tver/telefony/samsung_1684605510?slocation=621540,9 000    руб.,//29.img.avito.st/208x156/5437697729.jpg
SAMSUNGGalaxyJ3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_j3_1817243807,4 490    руб.,//95.img.avito.st/208x156/6154305195.jpg
SAMSUNG,https://www.avito.ru/mahachkala/telefony/samsung_1562568142,7 000    руб.,//43.img.avito.st/208x156/4784970543.jpg
Жесткиедиски35SATAIDEрабочие,https://www.avito.ru/georgievsk/tovary_dlya_kompyutera/zhestkie_diski_3.5_sata_ide_rabochie_1045401791?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
наименование,URL,цена
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1449658930,9 000    руб.,//68.img.avito.st/208x156/5810707268.jpg
SAMSUNGGalaxyS9S9PlusNoteS8S7edge,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_s9_plus_note_s8_s7_edge_1588890829,9 990    руб.,//31.img.avito.st/208x156/5623181731.jpg
SAMSUNGS6S6edgeS7S7edgeS8S8S9S9,https://www.avito.ru/sankt-peterburg/telefony/samsung_s6s6edges7s7edges8s8s9s9_1779472375,7 500    руб.,//95.img.avito.st/208x156/5927944495.jpg
SAMSUNG,https://www.avito.ru/kanash/telefony/samsung_1785007234,2 000    руб.,//88.img.avito.st/208x156/5945447588.jpg
SAMSUNG,https://www.avito.ru/astrahan/telefony/samsung_1807588863,15 000    руб.,//02.img.avito.st/208x156/6230787902.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1706164869?slocation=621540,2 000    руб.,//75.img.avito.st/208x156/4663177775.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1180815069?slocation=621540,1 000    руб.,//74.img.avito.st/208x156/4663190674.jpg
SAMSUNGGalaxyS10Чёрныйметаллик,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s10_chernyy_metallik_1803156527,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
НовыйS10e6128Гбчекгарантиядоставка,https://www.avito.ru/tolyatti/telefony/novyy_s10e_6128gb_chek_garantiya_dostavka_1784486990?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
ПринтерыСамсунггарантия3месяца,https://www.avito.ru/dagestan_kizlyar/orgtehnika_i_rashodniki/printery_samsung-garantiya_3_mesyatsa_1695925022,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/orenburg/telefony/samsung_1791749398?slocation=621540,1 500    руб.,//51.img.avito.st/208x156/6231645051.jpg
SAMSUNG,https://www.avito.ru/tver/telefony/samsung_1684605510?slocation=621540,9 000    руб.,//29.img.avito.st/208x156/5437697729.jpg
SAMSUNGGalaxyJ3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_j3_1817243807,4 490    руб.,//95.img.avito.st/208x156/6154305195.jpg
SAMSUNG,https://www.avito.ru/mahachkala/telefony/samsung_1562568142,7 000    руб.,//43.img.avito.st/208x156/4784970543.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_a8_1772648965,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Стиральнаямашина,https://www.avito.ru/sankt-peterburg/bytovaya_tehnika/stiralnaya_mashina_1809604717,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyS6Edge,https://www.avito.ru/tambov/telefony/samsung_galaxy_s6_edge_1760051702,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGA7,https://www.avito.ru/voronezh/telefony/samsung_a7_1817893858,5 790    руб.,//45.img.avito.st/208x156/6154245645.jpg
SAMSUNGs9PlusГарантиядо090920,https://www.avito.ru/izhevsk/telefony/samsung_s9_plus._garantiya_do_09.09.20_1794108907,32 990    руб.,//52.img.avito.st/208x156/6159059452.jpg
SAMSUNG,https://www.avito.ru/yoshkar-ola/telefony/samsung_1443509242?slocation=621540,3 500    руб.,//22.img.avito.st/208x156/5389423922.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1793079097?slocation=621540,3 500    руб.,//54.img.avito.st/208x156/6230673454.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/tambov/telefony/samsung_galaxy_a8_1760191193?slocation=621540,9 990    руб.,//33.img.avito.st/208x156/5857901433.jpg
SAMSUNG,https://www.avito.ru/nevinnomyssk/telefony/samsung_1223825492?slocation=621540,6 000    руб.,//23.img.avito.st/208x156/4998041823.jpg
SAMSUNGGalaxyA8Plus,https://www.avito.ru/tambov/telefony/samsung_galaxy_a8_plus_1760795699,13 490    руб.,//26.img.avito.st/208x156/5858063226.jpg
SAMSUNGGalaxyA3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a3_1817585250,4 990    руб.,//99.img.avito.st/208x156/6154192799.jpg
SAMSUNG,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1806079147?slocation=621540,9 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyA5,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a5_1817904529,5 990    руб.,//67.img.avito.st/208x156/6154227767.jpg
SAMSUNG,https://www.avito.ru/moskva/telefony/samsung_1817638483?slocation=621540,17 300    руб.,//68.img.avito.st/208x156/6229395468.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a8_1817570259,10 990    руб.,//22.img.avito.st/208x156/6154270922.jpg
SAMSUNG,https://www.avito.ru/kemerovo/telefony/samsung_1826112638,4 990    руб.,//65.img.avito.st/208x156/6230257265.jpg
SAMSUNG,https://www.avito.ru/kursk/telefony/samsung_1778892206?slocation=621540,3 300    руб.,//73.img.avito.st/208x156/5933986573.jpg
SAMSUNGGalaxyS7edge,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_edge_1816999014,7 990    руб.,//50.img.avito.st/208x156/6154355450.jpg
